Source,Target
GaleaOtero,jordi_canyas
GaleaOtero,CS_Europa
anaoromi,netpratsmarta
anaoromi,ernestmaragall
anaoromi,carlescampuzano
anaoromi,taniaverge
anaoromi,govern
jmdr65,rovelldou1
ValenciaCountry,MarcFerre_Cat
cb_gaspar,Jaume752
ARASDI2,danielsirera
BaladerFabio,el_pais
Mizar56,AlbanoDante76
YoConVoxSiempre,EstadoDAlarmaTV
hpc413,Ludvig1973
hpc413,Esquerra_ERC
agustn,PedroOtamendi
ElisS60,PacoEscudero12
juangodoy1993,SalgadoSergi
jvelascoerro,AinaDiazV
alfredodcu,ElHuffPost
CompotadeCerdo,PedroOtamendi
MartaCsar,PedroOtamendi
disensohabitual,PedroOtamendi
elbichojuanma,PedroOtamendi
vindikador,PedroOtamendi
burmarfhas,PedroOtamendi
Inmacul89244597,PedroOtamendi
puertolas_alexx,PedroOtamendi
IniestaLorente,el_pais
garci_roser,vagadefam
MsolHernandez,anacabs
MsolHernandez,sumar
JoseRamonMuozL1,PedroOtamendi
LaraSanz17,AbaloneOrtega
otraMiradaSerie,ElHuffPost
antonio35425322,GuajeSalvaje
Peter_Magen,PedroOtamendi
altribaldos74,PedroOtamendi
pratseva,PedroOtamendi
FatimaPintosGa2,el_pais
varelator,PedroOtamendi
CaniHevia,Panik81
Orteguita87,el_pais
JRC59722150,OnVasBarcelona
ALEJANDROAABRAM,carolacaracola5
Elvellblues,CapitanaColoma
LeoGonzdi,PedroOtamendi
vasnacat,Eduardo54812683
VillarAlvaro,PedroOtamendi
SrMenorca,PedroOtamendi
maskeartita,diasasaigonados
vallmy,colau_anti
vallmy,eloibadia
atuca62,PedroOtamendi
alber2505,PedroOtamendi
VIVENZO1,Ssuuss21
Cuca58313842,PedroOtamendi
majegp,GraaLpez
Campead82722507,PedroOtamendi
Alfredo06326156,EstadoDAlarmaTV
MaraJos50260648,GraaLpez
ACP_1965,EstadoDAlarmaTV
requete_patricg,PedroOtamendi
saritajist,SergiMaranya
saritajist,AdaColau
saritajist,janetsanz
BarajasTeich,PedroOtamendi
MANALVAN,eldiarioes
PlazadeCibeles,PedroOtamendi
aledarf63,el_pais
Juandel63,PedroOtamendi
Roser_CM,SergiMaranya
Roser_CM,AdaColau
Roser_CM,janetsanz
Altayo81,Eduardo54812683
joanserran1,Ludvig1973
joanserran1,Esquerra_ERC
mariacu98095448,PedroOtamendi
Alejandgusana,PedroOtamendi
DhMagdalena,PedroOtamendi
edusegura8,PedroOtamendi
RafaelHerranz55,PedroOtamendi
vilasalojordi61,Eduardo54812683
elnacionalcat_e,AbelDega
elnacionalcat,AbelDega
DCAlderonVK,el_pais
Disidencia21,PedroOtamendi
EvelynAguado1,PedroOtamendi
GcSecun,CapitanaColoma
llarenu,btvnoticies
kieroirmeamarte,Panik81
otilious,PedroOtamendi
SomosCatalane,PedroOtamendi
ander_the_table,SalgadoSergi
Bernabe90188778,eldiarioes
MadeforSpexit,PedroOtamendi
Demb982,EstadoDAlarmaTV
JoanDP67,OnVasBarcelona
aaveca1,ElHuffPost
Sergio_Camoiras,EstadoDAlarmaTV
Teo5511,SergiMaranya
Teo5511,AdaColau
Teo5511,janetsanz
Mohamma11127818,XoseRojo
Mohamma11127818,MonederoJC
no_pointofview,PedroOtamendi
Martadpp,PedroOtamendi
AdriaAlemany,el_pais
MaraPer17639372,PedroOtamendi
agapito456,PedroOtamendi
Noemigxx,PedroOtamendi
CesarZweig,PedroOtamendi
chafardao,PedroOtamendi
Rafa_el_peseta,PedroOtamendi
SAIYAJIN_CAT,OnVasBarcelona
Micaela49655871,PedroOtamendi
toret,el_pais
JoanSanromaBaul,SalgadoSergi
vadortitus,PacoEscudero12
CdeCarlaGarcia,vagadefam
educalibertad,PedroOtamendi
dgmiralles,Eduardo54812683
PeterStranzl,AbaloneOrtega
simoninmadrid,EoghanGilmartin
CriticoEnf,PedroOtamendi
kmaleonmanel,PacoEscudero12
GonzaloGp17,laSextaTV
PizaCifre,EstadoDAlarmaTV
serafin_ro,PedroOtamendi
antoniogalleg26,PedroOtamendi
GonzaloGp17,eldiarioes
Anna52267673,Ludvig1973
Anna52267673,Esquerra_ERC
GonzaloGp17,jesusmarana
GonzaloGp17,sumar
ander_the_table,el_pais
PConstituentSFG,EnComu_Podem
PConstituentSFG,jessicaalbiach
PConstituentSFG,LluisFalgas
roboscop76,TotBcn
Manuteh,PedroOtamendi
mamen_atmadrid,PedroOtamendi
aylaSIDOMM,Eduardo54812683
CucharaPedro,valents_cat
CucharaPedro,jordisubirana
CucharaPedro,PareraEva
CucharaPedro,valents_cat
CucharaPedro,GironaJean
CucharaPedro,valents_cat
Ignacio_lexos,PedroOtamendi
R_andraika,PedroOtamendi
isazural,Panik81
Thor3306,PedroOtamendi
SandraXxxx7,el_pais
go_bcn,valents_cat
go_bcn,jordisubirana
go_bcn,PareraEva
go_bcn,valents_cat
go_bcn,GironaJean
go_bcn,valents_cat
go_bcn,Roger_Mateos
go_bcn,ernestmaragall
1988Marianosr,PedroOtamendi
GeorginaTramont,PedroOtamendi
alfredodcu,ElHuffPost
Gunterus,AbaloneOrtega
bieitorubido,Adolfo_Garrido_
bieitorubido,danielsirera
bieitorubido,eldebate_com
AndoCM1998,CGSobrin
CarmenTorija2,bieitorubido
Topotolosa,Panik81
HankVoight12,OnVasBarcelona
DiegoM_88,EstadoDAlarmaTV
rosvalarg,Panik81
jeandghayes,anafrankt
jeandghayes,AlmeidaPP_
jeandghayes,AlmeidaPP_
jordicantomes,carolacaracola5
Matilda02726355,Mvicky59717906
joanmaines,Altafaja1P
RQuijorna,SergiMaranya
RQuijorna,AdaColau
RQuijorna,janetsanz
EmmanuelErrejon,publico_es
bowan45,OnVasBarcelona
JCastello23,Roger_Mateos
JCastello23,ernestmaragall
2834Tono,Panik81
melordui,Panik81
JCastello23,elCatalan_es
JCastello23,PareraEva
JCastello23,elCatalan_es
Javi_Barrena,danielsirera
NaniMasriera,Cobi_Bcn
anafrankt,AlmeidaPP_
anafrankt,AlmeidaPP_
anafrankt,Stopdarkitchens
JCastello23,valents_cat
ESdiario_com,Pereira_Hugo_
ESdiario_com,ESdiario_com
esteren3onidos,josegabriel467
SinforosaDM,Yolanda_Diaz_
SinforosaDM,sumar
NNGGNouBarris,danielsirera
ramonpuig75,CapitanaColoma
bieitorubido,eldebate_com
salvad_m,vagadefam
kibalk,joanmaines
kibalk,Esquerra_ERC
kibalk,martarovira
kibalk,elpuntavui
AdricatBcn,Eduardo54812683
oscar_benitez_b,valents_cat
CucharaPedro,Roger_Mateos
CucharaPedro,ernestmaragall
jmtraductor1,teshsidi
barna_diario,bcnencomu
barna_diario,JuntsXCat
CobraVerde5,valents_cat
LaOooim,Ludvig1973
LaOooim,Esquerra_ERC
Saltencaverdneg,CapitanaColoma
jmtraductor1,el_pais
OscarQuemada1,GraaLpez
JoseMGarcia77,diasasaigonados
jorgestevez05,GraaLpez
l_alonso,publico_es
danielvega_,el_pais
puribm47,Luzhinalex
puribm47,YouTube
ximoberna,cristinabuhigas
mrubino4,publico_es
XavierNavarro1,diasasaigonados
UliGodness,el_pais
_Juanhp_,el_pais
LucindaRodrgue2,Panik81
MiguelM38265875,publico_es
Estrell05310160,Panik81
AntonParera15,GironaJean
AntonParera15,valents_cat
Patrici40054313,Panik81
AntonParera15,jordisubirana
AntonParera15,PareraEva
AntonParera15,valents_cat
josegabriel467,FacuDiazT
PasMolla,ElHuffPost
yomismaconcha,Panik81
PipeVergara,el_pais
JMLValenzuela,Cobi_Bcn
jordicantomes,el_pais
toret,publico_es
SantacreuRosa,vagadefam
Peibol__,ElHuffPost
AntonParera15,Enfantdelapatri
AntonParera15,valents_cat
AntonParera15,PareraEva
AntonParera15,socialistes_cat
velajimenez69,publico_es
Luzhinalex,YouTube
AntonParera15,valents_cat
jordicantomes,publico_es
clarcadi,Panik81
tiamerche,danielsirera
BeatrizBug,AbaloneOrtega
MasPedrezuela,el_pais
TengoLapizeroS_,LesPaulPlayerSP
twairam,el_pais
MasSevillaNueva,el_pais
CastaDos,RubenHood15M
deivid_cn,ElHuffPost
rafaruizmad,publico_es
Antonio69967111,Panik81
Antoni_Mallorca,vagadefam
JoRebot,valldasua
MasAlcobendas,el_pais
gabrielortega_,el_pais
SalazarVelasco1,Panik81
valents_cat,Roger_Mateos
valents_cat,ernestmaragall
joanmaines,Esquerra_ERC
joanmaines,martarovira
joanmaines,elpuntavui
PareraEva,Roger_Mateos
PareraEva,ernestmaragall
MariaSeijo9,Panik81
MasElBerrueco,el_pais
Mas_ColmenarV,el_pais
vsague10,AdaColau
vsague10,eXpansion
NOCOCINASTETUAN,noenunbarrio
NOCOCINASTETUAN,GrupoPPMadrid
NOCOCINASTETUAN,AlmeidaPP_
JordiRenko,Cobi_Bcn
aarubira,AbaloneOrtega
AnnaGolSud,OnVasBarcelona
MasVillanuevaC,el_pais
C2Cbcn,MurcianoUn
Merchuky49,publico_es
HypatiaTeon,ElHuffPost
mnuclear1,CriticoRebelde
andreabds25,el_pais
J_OlivaOficial,Eduardo54812683
cescmercade,AlbanoDante76
VaTwitteando,ElHuffPost
EnCatalaMotivat,vagadefam
AkdLeandro,danielsirera
J_Dixz,publico_es
franvaro_,CGSobrin
VaTwitteando,publico_es
jomateix50,vagadefam
johebl,Panik81
franvaro_,el_pais
pepitobondia76,elespanolcom
alfredodcu,publico_es
Marceli42933384,el_pais
iuarcos,publico_es
Lola21811642,vagadefam
TejeroAnita,el_pais
aziur50,x_oc_r
AlexBosch77,caragirat
AlexBosch77,btvnoticies
infobolchevique,publico_es
Lola_Lb15,Panik81
lledo236,ricardrigall
ctorrubiano7,danielsirera
un_progre_lgtb,publico_es
thommyspain,CriticoRebelde
IvanVegue,el_pais
helenag001,publico_es
MiloSanPedro,Panik81
alvic_soto,publico_es
Ainvar198,Panik81
SatanasCorpeti1,Panik81
indy_catalana,Ludvig1973
indy_catalana,Esquerra_ERC
Eduardo65539796,pp_bcn
mmartinezdia,publico_es
mujeressuperviv,publico_es
JosAntonioMese2,publico_es
melisa9b,Gemmaaguilera
alfredodcu,el_pais
NaiaraFont,EnricFernndez5
NaiaraFont,toniaira
angsimpa,Panik81
estebanrtrueba1,publico_es
perezedmundo,publico_es
albertAEPDA,Eduardo54812683
CaoWenToh,Panik81
Mig31MN,publico_es
GranOrwell,Ludvig1973
GranOrwell,Esquerra_ERC
robertescribano,el_pais
VeraGarcia00,el_pais
alfredodcu,ElHuffPost
NicolsLpezm2,el_pais
JoseCaraba1,publico_es
PatXi51145972,publico_es
leocadiofernand,publico_es
mytnefer,publico_es
josemlnpv1,publico_es
johebl,AbaloneOrtega
JoseLahozR,publico_es
sumar,publico_es
anferche,AbaloneOrtega
acuario_venus,YouTube
teshsidi,publico_es
Aletweet25,jmartigalbis
Aletweet25,MariaEugeniaGay
Aletweet25,jaumecollboni
Aletweet25,pscbarcelona
Aletweet25,socialistes_cat
Aletweet25,laiabonetrull
Aletweet25,david_escude
Aletweet25,mvillacendan
Aletweet25,rosaalarcon
RosaMar6254,Panik81
ManelParra,pp_bcn
alcandur,Panik81
begonys,publico_es
chanante,publico_es
chanante,AdaColau
almagro_prieto,el_pais
EvaMLlorens,EnricFernndez5
EvaMLlorens,toniaira
colau_anti,eloibadia
colau_anti,eldiarioes
Castrosn,publico_es
DIEGOFSCO,Panik81
ElenaTebi,danielsirera
NostromoFall,Panik81
MonDiari,TotBcn
TavoraPilar,publico_es
Roger_Mateos,ernestmaragall
Roger_Mateos,valents_cat
Roger_Mateos,PareraEva
AdriGarSan95,ElPeriodico_Esp
esqizqleft,publico_es
esqizqleft,AdaColau
esqizqleft,publico_es
1001900C,OnVasBarcelona
joanf98170272,Ludvig1973
joanf98170272,Esquerra_ERC
The_Profanador,Panik81
JoseLahozR,CGSobrin
RFurniet,publico_es
RFurniet,AdaColau
nconformista,Panik81
carlosrsierra,el_pais
jromeug,vagadefam
JDSato,publico_es
publico_es,AdaColau
ramirochillon,danielsirera
silvrib,el_pais
AdriaAlemany,PaulaBrujats
AdriaAlemany,sumar
CallejaClavero,danielsirera
AdriaAlemany,publico_es
sargentostryker,el_pais
javiertres,valldasua
dan_0316,ElHuffPost
1001900C,valents_cat
RosaSorribes,Ludvig1973
RosaSorribes,Esquerra_ERC
DiceKayak,AbaloneOrtega
chenoayyo2006,ElPeriodico_Esp
esqizqleft,ElHuffPost
anferche,Panik81
CarmenOmanaGil1,ElHuffPost
Angel66336414,Panik81
ElPeriodico_Esp,anacabs
ElPeriodico_Esp,miguelrodribis
afrvet,javiernegre10
llunas3000,Ludvig1973
llunas3000,Esquerra_ERC
MjosePintor,publico_es
jcperales,valents_cat
LeoSilvestrePoc,EnricFernndez5
LeoSilvestrePoc,toniaira
mvernedacasas,jordisubirana
mvernedacasas,PareraEva
mvernedacasas,valents_cat
IreneMa39464417,Panik81
superlativo74,PepaSAr
superlativo74,23262ter
superlativo74,osopandaxx
superlativo74,MatiasHeviaGon1
Piratadespierto,CriticoRebelde
esterpensativa2,OnVasBarcelona
carmenalvarez05,Panik81
airibar,el_pais
Fmoriana2014,Panik81
RoberSanseSi,el_pais
CaniHevia,AbaloneOrtega
EmmanuelErrejon,el_pais
miro_dora,Ludvig1973
miro_dora,Esquerra_ERC
AnaMRH4,publico_es
AngelsSerra_,EnricFernndez5
AngelsSerra_,toniaira
infobolchevique,PaulaBrujats
infobolchevique,sumar
publico_es,JDSato
CristinaDior1,danielsirera
mas_sanse,el_pais
IvanVegue,el_pais
Eduardo65539796,profewebjmel
Rocy__92,larazon_es
JosLuisLasHera1,CriticoRebelde
FJ_Vergel,ElHuffPost
MariaSeijo9,AbaloneOrtega
alesanper,el_pais
Adri00781645,Ludvig1973
Adri00781645,Esquerra_ERC
ne_lae,Panik81
pardo_valero,OnVasBarcelona
AngelesRibes_68,GironaJean
AngelesRibes_68,valents_cat
javierbustosr,el_pais
OnVasBarcelona,EnricFernndez5
OnVasBarcelona,toniaira
arfiter,Ludvig1973
arfiter,Esquerra_ERC
pilardelcamino,YouTube
Catinformacio,PaulaBrujats
Catinformacio,sumar
kaluapiscis,el_pais
afrvet,CapitanBitcoin
__iskrenost,el_pais
jatrujillogil,eldiarioes
PaulaBrujats,sumar
PaulaBrujats,Catinformacio
PaulaBrujats,CatalunyaRadio
JuanCar85813894,Panik81
aquelciudadano,AbaloneOrtega
LibreMarea,Panik81
Kafre_pw,AbaloneOrtega
mont_covadonga,CriticoRebelde
ppbcnsantandreu,danielsirera
86Philomena,pp_bcn
Karina56466101,meritxell_batet
Karina56466101,socialistes_cat
Karina56466101,nuriamarinlh
Karina56466101,jaumecollboni
Karina56466101,salvadorilla
Karina56466101,sanchezcastejon
enricsimoferre,naciodigital
enricsimoferre,Ferran_Bel
enricsimoferre,bernatsurroca
ReigRico,Ludvig1973
ReigRico,Esquerra_ERC
Juanmaferg,valents_cat
LOnorol,Panik81
86Philomena,danielsirera
rookieeveryday1,Eduardo54812683
apostata4,Panik81
kapalsjoan2028,OnVasBarcelona
anacabs,sumar
Eduardo65539796,danielsirera
dsegoviaatienza,Panik81
ximobrotons,danielsirera
SergioLanaLacun,ElHuffPost
DavidParryL,danielsirera
Pepi92320369,GraaLpez
angeluisbarrera,AbaloneOrtega
joseMeleroayala,Panik81
escrig_anna,valents_cat
AmorDelia,CriticoRebelde
maykel_1990,el_pais
oslopez61,el_pais
elperiodico,tonisust
JbJband09105007,danielsirera
Antonio86938495,danielsirera
GuilleRaposo,Panik81
JRC59722150,Eduardo54812683
maxii_olii,ElHuffPost
Ifredooshaoggun,Panik81
JessAng79209006,pp_bcn
Puigjaner1714,Ludvig1973
Puigjaner1714,Esquerra_ERC
TeresaMasia1,Ludvig1973
TeresaMasia1,Esquerra_ERC
miro_dora,vagadefam
esqizqleft,eldiarioes
Piera2050,GraaLpez
mccasanovas11,vagadefam
SanzCasanova,GraaLpez
afrikaka,valldasua
ERC_SSTG,diarieljardi
ERC_SSTG,estercapella
manelsaa99,Santonesa
manelsaa99,YouTube
AtrapaoR,Doct_Tricornio
cristin36510005,PareraEva
cristin36510005,PauASantiago
cristin36510005,MarilenBarcelo
cristin36510005,JCastello23
cristin36510005,jimmybaucells
cristin36510005,EixNou
fucoela,NiellPipa
fucoela,elperiodico_cat
JOSDEPALAFOX2,VSumergida
Rosariolabuena,Doct_Tricornio
anastasiogarcia,JuanmiGG_News
Rober26418260,Doct_Tricornio
juancar11631737,ToroenReposo
aristidesIK,WillyTolerdoo
juancar11631737,ANDVOX1
platonspain,FroilLannister
Grace51160615,capTercio
loc_coco,capTercio
Antonio22719039,capTercio
Vlady_tha_Lib,Doct_Tricornio
__chito,JuanmiGG_News
jmcaballero58,TeresaRodr_
jmcaballero58,AdelanteAND
jmcaballero58,bashachanguerra
jjverdu,WillyTolerdoo
David_Arcos,capTercio
JaumePinyol2,OnVasBarcelona
lolibejarano,capTercio
felipecametome,JuanmiGG_News
nacho_pokhara,JuanmiGG_News
marilopez07,JuanmiGG_News
VanditAngel,sangreyraza
sensepatria,Doct_Tricornio
Wobbuffer,FroilLannister
LARABLOND3,Doct_Tricornio
miatasanson,capTercio
BCarol1958,ANDVOX1
ANY1529,JuanmiGG_News
IKarmenkaz,JuanmiGG_News
Afteralfas,JuanmiGG_News
MJutglar,LaRepublicaCat
ZamaCarthago,capTercio
michel_serrano,Doct_Tricornio
Niceandwarm2,capTercio
1979Nati,capTercio
jalfaras1,NiellPipa
jalfaras1,elperiodico_cat
FranciscoLuqueO,VSumergida
TMAJ62,ANDVOX1
JfTendero,WillyTolerdoo
67quijote,WillyTolerdoo
TablasDigital,abc_es
josezm,sangreyraza
mcarmensoriano,PercevalT
67quijote,Doct_Tricornio
josepv_m,AlbanoDante76
s_yomismo,sangreyraza
ablabla8376,capTercio
ElSrDelTemple,WillyTolerdoo
Mercad14Rosaura,sangreyraza
Marco1_ES,capTercio
Giorgio7716,JuanmiGG_News
romanat77,anticapiCat
romanat77,CUPBarcelona
Feryi60837711,PercevalT
EndavantValents,xaviertrias
bcnlibre20,WillyTolerdoo
FanaletFernando,elperiodico_cat
anaoromi,saribes
RepixPix,JuanmiGG_News
angelgg967,abc_es
JuanmiGG_News,Yolanda_Diaz_
frankmaroc26,hugomanchon
Antonio86938495,Pitores1
MuleroRodrigo,PercevalT
karmele_garces,abc_es
Viatge_Orient,SalgadoSergi
mdelasm,anticapiCat
mdelasm,CUPBarcelona
CarmePiferrer,oriolil
Yolanda20787285,sangreyraza
naciodigital,CUPBarcelona
naciodigital,bashachanguerra
naciodigital,bernatsurroca
milagros_andreu,PercevalT
TafallaMarta,Naturallibres
TafallaMarta,pnaltpirineu
DonateEspada,sangreyraza
Vaslavdancer1,CoradoJuanramon
vicentenerja48,oriolil
angelmedmar91,WillyTolerdoo
juanimanz,WillyTolerdoo
ManuelcastroSe4,TeresaRodr_
ManuelcastroSe4,AdelanteAND
ManuelcastroSe4,bashachanguerra
JuanAlberic1998,Raaul_Hidalgo
brontesarah,sangreyraza
OctaviPons,oriolil
Marco_Golazos,WillyTolerdoo
Muysilvestre,PercevalT
nasdroviaaa91,Doct_Tricornio
Calamidad59,capTercio
mercemahon,sangreyraza
AlbaFde83192647,atzur
HostaIgn,324cat
RafaGracia4,FroilLannister
JaumePinyol2,oriolil
Josemi130478,WillyTolerdoo
MariaRepublica1,angeluisbarrera
MariaRepublica1,SanWicente
MariaRepublica1,SanWicente
MariaRepublica1,angeluisbarrera
MariaRepublica1,podem_cat
MariaRepublica1,PODEMOS
metropolislang,naciodigital
metropolislang,bashachanguerra
metropolislang,CUPBarcelona
LandserCarlos,WillyTolerdoo
nitrojorjo,anticapiCat
nitrojorjo,CUPBarcelona
albsabllo,OnVasBarcelona
SILVITUSS,Doct_Tricornio
luisnostradamus,Doct_Tricornio
GerardoRafael5,WillyTolerdoo
rafaelscl6,Doct_Tricornio
luisjimenezbcn,JordiPL85
61adelfa,abc_es
GilVilarrasaMas,margapayola
GilVilarrasaMas,8tvcat
GilVilarrasaMas,AdaColau
GilVilarrasaMas,JaumeBarbera
roferot,miabagon
anticapiCat,CUPBarcelona
JanireGarcisan,Raaul_Hidalgo
jos_mateos,Doct_Tricornio
vidal_buendia,WillyTolerdoo
tempus_here,OnVasBarcelona
ansa6767,sangreyraza
DjMelion,sangreyraza
trnsamcc1,WillyTolerdoo
emmefeal,ToroenReposo
franeldel,MirEdeC
FiltroPedro,abc_es
_ApoyoCepeda,abc_es
AntolinAbellei1,abc_es
CsGracia,annagrauarias
josefbarahona,abc_es
gutirrez_lvaro,abc_es
_ApoyoCepeda,ANDVOX1
elrealistadehoy,Doct_Tricornio
trnsamcc1,ToroenReposo
vilardell_marti,valldasua
AraMarigel,VSumergida
BlancaCambro,MirEdeC
JoseAnt50573618,Raaul_Hidalgo
pblmrtn,Doct_Tricornio
Veri1714,Ciddavid
Veri1714,guillelopez_
EveliVilluendas,perezlozano
veritanine,AlbertoSan_Ca
Michael06053683,abc_es
nuestraespana,FroilLannister
emdxte,sangreyraza
FarahCubas,MirEdeC
Mnica01163438,Raaul_Hidalgo
XaviRomagosa,naciodigital
XaviRomagosa,bashachanguerra
XaviRomagosa,CUPBarcelona
Lallana94,wallstwolverine
h0rd4,jordisalvia
Sirian102,FroilLannister
daniriesco97,WillyTolerdoo
Mapecuesta331,PercevalT
_PauR_,MirEdeC
csilvacampanon,SoniaSierra02
pacohernando3,uriahee
SotelorJose,Raaul_Hidalgo
El_Fraudillo,WillyTolerdoo
Kami695429460,EstadoDAlarmaTV
Kami695429460,AdaColau
Crypto_Goku8,Doct_Tricornio
oscardomingoma1,tresmasciento
MigueCM24,FroilLannister
SanzVeras,ToroenReposo
phoenixthebaird,perezlozano
Rmgadea,Doct_Tricornio
jumagaka,ErnestoEkaizer
miguel28758101,ErnestoEkaizer
FRANCIS06298566,WillyTolerdoo
Moan13524516,Raaul_Hidalgo
marialilb,Raaul_Hidalgo
lolibejarano,sangreyraza
meleniaran,PercevalT
Beatriz_efe,MirEdeC
papabenigno1,Jotacavaz
ChedeChufa,WillyTolerdoo
cyberpisha,ToroenReposo
ChedeChufa,sangreyraza
zaratedo,EstadoDAlarmaTV
zaratedo,AdaColau
pacohernando3,hugomanchon
dirdamlaer2,tresmasciento
coquegarcia,perezlozano
carme53889344,oriolil
amupa7,WillyTolerdoo
PedroPachiBerni,PauRodriguez46
PedroPachiBerni,Doct_Tricornio
vilalidia60,valldasua
eduardogn1960,Doct_Tricornio
SaraVuelas96,CUPBarcelona
HMaribux,marubimo
MarcoJevola,ada_lluch
xevipuix,valldasua
RicardEvangelio,jordisalvia
jaavii009,sangreyraza
anhere1122,abc_es
pichi74sp,Doct_Tricornio
mfern276,PuputSon
RobertolvarezP3,hugomanchon
JosepMariaGF,OnVasBarcelona
BienveFenollar,miabagon
SabaMurcia,hugomanchon
dacosculluela,jcanadellb
dacosculluela,elperiodico
betiquer,hugomanchon
Bufardeador,Rita_Maestre
FjPardinas,PercevalT
Eonidas28,tresmasciento
TriMarcel42,squad_milf
peponii,valldasua
jacruz1962,WillyTolerdoo
JaMarGon2017,sangreyraza
Alex_Sants8,naciodigital
Alex_Sants8,bashachanguerra
Alex_Sants8,CUPBarcelona
pheloponeso,PercevalT
TanoSardi,Doct_Tricornio
xavibrok,miabagon
msa980,joseigs_
msa980,bashachanguerra
FRANCISCOPAC1,oriolil
mefistofelesds,Doct_Tricornio
EstherEstromser,WillyTolerdoo
TESSTES82062152,Ludvig1973
TESSTES82062152,Esquerra_ERC
patriciardguezc,EstadoDAlarmaTV
patriciardguezc,AdaColau
nimrodes53,Doct_Tricornio
MundoIndeciso,FroilLannister
wallcarca,OnVasBarcelona
realLordRebel,sangreyraza
Edatv_News,EstadoDAlarmaTV
Edatv_News,AdaColau
Rob_Carsal,naciodigital
Rob_Carsal,bashachanguerra
Rob_Carsal,CUPBarcelona
nimrodes53,FroilLannister
gncramos9,annagrauarias
naciodigital,bashachanguerra
naciodigital,CUPBarcelona
naciodigital,bernatsurroca
Venustiana13,sangreyraza
GarciaZapemaru,bcnencomu
GarciaZapemaru,sumar
slazarovela,abc_es
mercepopstar,PercevalT
gncramos9,annagrauarias
LkaPerez,hugomanchon
pilargg_92,Doct_Tricornio
OtgerCathalo,oriolil
marigoso368,LaRepublicaCat
CristinaGraell,abc_es
DelasherasAngel,PercevalT
FdezPineda,el_pais
Ramon_Carrasco_,WillyTolerdoo
julinhosbraun,jordisalvia
Arnaufinselsous,oriolil
rodrideckard,faustianovich
rodrideckard,josepopinion
reporteros_tv,CoradoJuanramon
Beatriz28144321,sangreyraza
nuria_d2,PercevalT
CUP_SSG,naciodigital
CUP_SSG,bashachanguerra
CUP_SSG,CUPBarcelona
jtamig,WillyTolerdoo
copitap2,ivnortga
RupertitaR,WillyTolerdoo
MARTAVICENTE666,WillyTolerdoo
verdu_alfonso,oriolil
PedroPachiBerni,Markxulonis
PedroPachiBerni,laiabcnII
PedroPachiBerni,predatole
guillena3,PercevalT
LlampugaBosch,VSumergida
pemapoc,oriolil
mmaraguilar1967,PercevalT
mfern276,OnVasBarcelona
pptorrejonardoz,FroilLannister
octaviolope1971,hugomanchon
DimoriaR,FroilLannister
Michael14900620,sangreyraza
FlotatM,valldasua
concien91730523,Doct_Tricornio
MARTAVICENTE666,FroilLannister
Carles83299878,valldasua
pnaltpirineu,Naturallibres
pnaltpirineu,pnaltpirineu
vazquezoutjorge,FroilLannister
josemar57481065,abc_es
Agusti94909092,oriolil
josecarloscurto,hugomanchon
LCP1975,PercevalT
FeliudeVillora,LaRepublicaCat
VeroVNG,Doct_Tricornio
SmashedYaChick,Doct_Tricornio
DalmauTheAlien,jcanadellb
DalmauTheAlien,elperiodico
Mn_Sa_,Doct_Tricornio
blasinfante2261,sangreyraza
DimoriaR,tresmasciento
FCG9903,Doct_Tricornio
Marcelus_1,squad_milf
onehundredfire3,PercevalT
FrostIV3,J_Zaragoza_
Abe71123304,abc_es
Jo_Catala,valldasua
mogulsfan,Doct_Tricornio
125Daytona,sangreyraza
CovadongaRubio,sangreyraza
claradelniu,Naturallibres
claradelniu,pnaltpirineu
aleiris88,FroilLannister
rincondeolmedo,abc_es
ArribaJusticia,FroilLannister
joanmave71,oriolil
tonialba,valldasua
ismaelmdiaz,tresmasciento
laurafidalgOs,FroilLannister
ilusoaluso,FroilLannister
XaviSAAL,agafaeltelefon
DarkSide_CVF,abc_es
Okitsu_01,PercevalT
bufetethemis_,WillyTolerdoo
ManoliNombela,WillyTolerdoo
MichellePazos,WillyTolerdoo
josele1044,ErnestoEkaizer
comaps123,oriolil
Tsukino1980,sangreyraza
SandeManuel,Doct_Tricornio
dieguitofrias,abc_es
ChariGalvez,tresmasciento
myolande70,ANDVOX1
ReginaF00383780,WillyTolerdoo
Naturallibres,pnaltpirineu
Naturallibres,ArnauObiolsC
Naturallibres,marcdelparc
binoyadcruz,ada_lluch
Elazote68232810,PercevalT
Carmen40949186,oriolil
always4wards,hugomanchon
Jambito_20,WillyTolerdoo
alexdebernardo,abc_es
GustavoSBR,abc_es
mariano_ie,sangreyraza
jef_gr,ada_lluch
Pilgg73,FroilLannister
pakikocorbalan,FroilLannister
JMArocha1,VSumergida
desferr,squad_milf
myolande70,VSumergida
__akasha__,FroilLannister
Muntsa32130616,oriolil
edunogon,Doct_Tricornio
gleditsia66,MartaMonforteJ
gleditsia66,AleJacintoUrang
Powersmojo,VilaWeb
Powersmojo,cupnacional
Powersmojo,bashachanguerra
Karina56466101,jaumecollboni
Karina56466101,socialistes_cat
Karina56466101,pscbarcelona
Karina56466101,PSOE
Karina56466101,jscbarcelona
Karina56466101,miqueliceta
Karina56466101,FerranPedret
Karina56466101,carlosprietogo
Karina56466101,salvadorilla
